RowId,Location
1,65.89623897132
2,37.3757351684
3,29.730295033460003
4,36.56782588464
5,59.78181162776001
6,38.284313145780004
7,72.70270859368
8,38.33107604154
9,36.59737402664
10,37.49920341632
11,23.2583068007
12,37.55998494432
13,57.076863798059996
14,28.024109470859997
15,79.3359296463
16,30.60783205212
17,38.600087780539994
18,28.14252909636
19,17.328862797560006
20,29.325868736300002
21,49.84618537418
22,53.391894954479994
23,62.89636978856
24,75.46423293454001
25,33.985227645479995
26,75.4265111999
27,48.70848779914
28,68.70948005748
29,48.38007170838
30,84.15736140056
31,67.3334263081
32,37.16864184694
33,27.380942782060004
34,37.019425597
35,61.21712940598
36,37.949234149679995
37,74.32180055734
38,37.79741832178
39,33.48716228888
40,37.79170784558001
41,20.95387045096
42,38.12253619024
43,57.07999898484
44,31.129765306219998
45,80.72592324441999
46,30.032178717919997
47,35.93525475288
48,31.13642353744
49,13.450465707299998
50,30.48657638464
51,49.01238210102
52,58.66238352638
53,63.88150633112
54,76.41364511409999
55,33.024530157460006
56,76.8926638812
57,48.3042902211
58,72.3395529516
59,48.22473136432
60,87.1567135213
61,65.77396173318
62,36.51718069514
63,31.938922430919998
64,37.1371772076
65,59.937359728000004
66,37.02002926092
67,71.79458632117999
68,37.11072651386
69,38.0101292059
70,37.89540785468
71,25.3568432462
72,37.63015234436
73,56.12303875072
74,30.0752082104
75,76.7108242167
76,30.11265799458
77,41.4892777784
78,30.029912305819998
79,19.90698688372
80,32.49215121922
81,49.52297099642
82,55.64586431686
83,62.55396424036
84,74.60291034421999
85,36.94557337914
86,74.97235887094
87,49.7484013878
88,71.07358010856
89,49.61052928456
90,82.41250612558
91,65.37130359878
92,38.52852007176
93,30.844265363859996
94,40.30009100588
95,58.52259801124
96,40.50323791832
97,72.42618665872
98,40.11715954524
99,36.81348896638
100,41.543637535260004
101,24.063128248219996
102,41.82907012012
103,55.1688355445
104,31.119162630379996
105,76.06906983394
106,30.990439818219997
107,37.08843166378
108,31.093404070680002
109,17.801890992220002
110,35.06969512766
111,47.69635539986
112,52.69564007764
113,64.96300606387999
114,77.83033165936
115,33.33138658654
116,78.1397778544
117,47.64780114192
118,70.97518600452
119,47.91601496528
120,81.44093097558002
121,67.50316514702
122,35.325787049460004
123,27.82264838596
124,36.48166427488
125,61.80480429232
126,36.31116904054
127,74.23821897466001
128,36.30730302216
129,35.545794201519996
130,37.07927216736
131,21.74284087356
132,38.015375860700004
133,58.82308444498
134,25.071690283179997
135,80.98642429896
136,26.872094116299998
137,39.210697924680005
138,26.824617205340004
139,14.118858407679994
140,31.7617635059
141,49.58773432084
142,55.433151586099996
143,63.460187178759995
144,77.69164436119999
145,36.529378906779996
146,76.54452750592
147,49.80109996224
148,70.61753800363999
149,49.74573433962
150,85.2754178886
151,67.98475576524
152,38.500195829320006
153,27.767486198900002
154,38.48938683548
155,59.774401565320005
156,37.8611899894
157,76.45449452486
158,40.30061571676
159,36.840693210400005
160,38.01139306632
161,19.37738587646
162,39.95534190602
163,54.9933109184
164,31.45728758
165,80.55313722078
166,30.91537638058
167,40.58083783152
168,30.215827871480002
169,13.695750758480003
170,31.33397505844
171,47.77087993228
172,53.204580911220006
173,65.17147331411999
174,77.40710836582
175,31.30109327636
176,78.48421745098
177,48.07618119698
178,74.81382861484
179,47.8965247961
180,86.67912379544
181,68.4751008442
182,37.2360661636
183,29.162384820860005
184,36.665169614380005
185,59.30479373656
186,37.92821091034
187,76.23810827162
188,38.357809363520005
189,36.10627586512
190,37.56398715652
191,20.222202452879998
192,37.54873228022
