RowId,Location
1,66.8078
2,37.56961
3,29.173023
4,36.3888
5,61.06744
6,38.32507
7,72.74083
8,38.623745
9,36.09651
10,36.970592
11,21.902374
12,36.725975
13,57.69851
14,24.865273
15,80.46333
16,28.725811
17,36.45772
18,24.205395
19,15.989536
20,25.109531
21,49.83235
22,51.967674
23,63.68371
24,76.217606
25,32.812405
26,76.57147
27,49.07788
28,68.784294
29,47.74429
30,85.090805
31,67.993515
32,36.272846
33,27.555023
34,37.172012
35,61.039703
36,37.794655
37,74.99944
38,37.56733
39,33.88408
40,37.447124
41,20.565594
42,38.353264
43,55.30987
44,31.409729
45,80.779686
46,28.830584
47,37.07142
48,31.746382
49,13.559711
50,30.409096
51,48.27937
52,59.747078
53,64.4032
54,75.578156
55,33.396496
56,76.35822
57,48.769466
58,71.99941
59,48.924805
60,86.85043
61,65.716576
62,36.319897
63,30.77068
64,38.146862
65,59.70974
66,36.9479
67,71.8709
68,36.95402
69,37.09075
70,37.90817
71,23.63043
72,38.736847
73,58.202522
74,29.157799
75,75.6332
76,27.34648
77,38.38696
78,30.499928
79,19.236145
80,33.65976
81,49.20903
82,56.30951
83,63.24845
84,74.23825
85,36.09722
86,75.38162
87,49.994152
88,71.403656
89,49.731495
90,82.98191
91,66.383095
92,38.940086
93,31.753023
94,40.775406
95,59.209965
96,40.734764
97,73.798035
98,40.957043
99,37.466816
100,41.693577
101,24.15836
102,42.06081
103,55.550243
104,31.179869
105,77.75408
106,30.633007
107,37.23477
108,31.527498
109,17.459812
110,35.404594
111,47.724285
112,53.297928
113,65.66675
114,77.97827
115,32.93833
116,78.81955
117,48.11995
118,70.920715
119,48.350815
120,82.522675
121,66.479294
122,38.293865
123,28.82178
124,39.556824
125,60.70481
126,38.105347
127,72.87478
128,38.951107
129,35.31202
130,38.478134
131,22.696758
132,40.01174
133,58.106583
134,26.199524
135,79.84805
136,28.678246
137,38.153816
138,27.914494
139,14.818859
140,33.160423
141,49.08655
142,53.89223
143,64.22921
144,76.880615
145,34.412045
146,76.46582
147,49.48799
148,68.83634
149,49.50914
150,86.88939
151,67.19911
152,37.392307
153,27.807386
154,37.78454
155,59.756287
156,37.362663
157,76.750725
158,39.84295
159,37.134052
160,37.95551
161,19.204048
162,40.107872
163,55.456055
164,30.612436
165,80.12734
166,30.570744
167,41.78087
168,30.760979
169,13.875805
170,31.351694
171,48.4686
172,52.664677
173,65.239586
174,74.81427
175,32.556007
176,77.32926
177,49.588207
178,71.789536
179,48.896908
180,83.75713
181,68.614006
182,35.42643
183,26.271416
184,35.86328
185,60.67351
186,36.838802
187,76.8537
188,36.584183
189,35.356846
190,36.345833
191,17.210796
192,36.489456
193,58.310863
194,26.994604
195,80.42456
196,26.209244
197,37.883846
198,26.87064
199,11.292442
200,27.126307
201,50.85849
202,57.5195
203,64.95767
204,76.99211
205,29.46996
206,78.06167
207,49.485832
208,73.07894
209,49.621037
210,83.31092
211,67.83382
212,36.058372
213,29.657417
214,36.462116
215,61.650192
216,37.48352
217,74.19714
218,37.5773
219,35.60852
220,36.988155
221,23.335648
222,37.65244
223,56.922947
224,30.220955
225,80.009384
226,29.0955
227,37.639523
228,30.099237
229,15.340813
230,30.860502
231,51.612076
232,53.594955
233,63.31365
234,74.14987
235,35.006645
236,75.34651
237,50.805153
238,69.18199
239,50.874947
240,84.39577
241,64.73073
242,39.890694
243,32.088905
244,38.65436
245,59.02707
246,40.52972
247,71.32137
248,40.519386
249,37.90947
250,39.737915
251,25.719332
252,38.523346
253,56.59188
254,31.040857
255,79.87837
256,33.06657
257,41.115967
258,30.49835
259,17.197077
260,29.716583
261,47.426483
262,58.444412
263,62.920235
264,75.142586
265,31.11223
266,74.94816
267,46.790924
268,70.83771
269,47.092625
270,84.094246
271,67.013725
272,36.89492
273,30.267212
274,35.979088
275,59.724224
276,37.910522
277,74.149796
278,38.653816
279,37.747185
280,37.131477
281,22.871162
282,37.222496
283,59.502224
284,25.956295
285,79.961105
286,29.887777
287,37.96132
288,26.032808
289,17.166801
290,29.382217
291,48.830643
292,53.115875
293,63.983116
294,74.197845
295,33.108875
296,74.11799
297,48.55131
298,66.076355
299,48.97454
300,83.041046
301,67.514915
302,39.757618
303,31.461586
304,36.862576
305,62.382076
306,40.346066
307,74.69879
308,41.744366
309,36.896294
310,38.178978
311,24.782722
312,37.235714
313,57.719498
314,31.554024
315,82.75287
316,33.48291
317,40.369797
318,29.743385
319,17.483032
320,28.916172
321,50.254852
322,50.946404
323,63.073154
324,78.80549
325,33.833344
326,77.832436
327,48.28105
328,70.9129
329,47.690735
330,88.045395
331,65.60099
332,38.786247
333,31.056568
334,37.999046
335,59.986774
336,39.458702
337,73.22244
338,39.713882
339,37.423687
340,38.430733
341,24.204079
342,38.69808
343,55.880264
344,31.032352
345,79.80053
346,33.040653
347,42.222775
348,30.855824
349,17.693493
350,32.47974
351,49.83192
352,57.229225
353,62.754303
354,77.6436
355,34.033684
356,77.50559
357,49.37227
358,72.77083
359,49.10645
360,83.25542
361,66.44858
362,35.977184
363,29.873606
364,35.46805
365,60.825546
366,37.385666
367,72.106964
368,36.448425
369,35.78025
370,36.694305
371,24.890835
372,35.049385
373,57.44643
374,31.48946
375,77.88632
376,28.222805
377,39.53022
378,31.407352
379,18.38004
380,27.712484
381,47.816673
382,65.24751
383,59.649376
384,77.11455
385,33.692772
386,76.11278
387,47.050407
388,72.580154
389,46.57488
390,86.89103
391,64.60553
392,37.710438
393,25.295185
394,36.148853
395,59.228928
396,38.1435
397,72.6569
398,38.887165
399,32.328117
400,36.199963
401,19.361794
402,36.923565
403,54.577354
404,25.63467
405,79.27867
406,28.66267
407,36.337322
408,25.970772
409,13.256084
410,26.976109
411,43.245052
412,64.34177
413,60.53002
414,72.43571
415,31.333008
416,70.66833
417,45.296513
